method,sample_id,coverage_score,acceptance_completeness,dependency_capture_rate,rework_rate,time_to_ready_minutes,reviewer_edits_per_story,governance_block_rate
B0_manual,U04525,6.4526,6.1697,0.5618,0.256,185.99,4.3988,0.0933
B0_manual,U04539,6.6056,6.3011,0.5742,0.2471,181.07,4.2538,0.0904
B0_manual,U04553,6.268,6.0027,0.5384,0.2722,194.76,4.6509,0.1009
B0_manual,U04567,6.1075,5.881,0.5421,0.2711,194.4,4.6529,0.096
B0_manual,U04581,6.4653,6.1815,0.5638,0.2547,185.28,4.3784,0.0926
B0_manual,U04595,6.5011,6.2191,0.5737,0.2482,181.81,4.2814,0.0886
B0_manual,U04609,6.4629,6.1961,0.5807,0.244,179.67,4.2261,0.0845
B0_manual,U04623,6.5167,6.2264,0.5688,0.2511,183.34,4.3221,0.0913
B0_manual,U04637,6.3411,6.091,0.5705,0.2514,183.73,4.3454,0.087
B0_manual,U04651,6.5973,6.298,0.5776,0.245,179.98,4.2247,0.0887
B0_manual,U04665,6.1379,5.9151,0.5527,0.2641,190.71,4.5505,0.0915
B0_manual,U04679,6.2343,5.9929,0.5553,0.2617,189.32,4.5055,0.0922
B0_manual,U04693,6.587,6.2936,0.5813,0.2427,178.82,4.1939,0.0867
B0_manual,U04707,6.2035,5.968,0.5544,0.2625,189.78,4.5202,0.092
B0_manual,U04721,6.4484,6.1803,0.5761,0.247,181.29,4.2711,0.0865
B0_manual,U04735,6.146,5.9169,0.548,0.267,192.22,4.5908,0.0939
B0_manual,U04749,6.525,6.2478,0.584,0.2414,178.24,4.1827,0.0842
B0_manual,U04763,6.5694,6.2704,0.5717,0.2489,182.1,4.2844,0.0909
B0_manual,U04777,6.5726,6.2795,0.5783,0.2447,179.87,4.2235,0.0878
B0_manual,U04791,6.4127,6.1444,0.5678,0.2525,184.21,4.3534,0.0897
B0_manual,U04805,6.3483,6.091,0.5646,0.255,185.62,4.3963,0.09
B0_manual,U04819,6.5137,6.2242,0.5688,0.2512,183.36,4.3227,0.0912
B0_manual,U04833,6.4617,6.1792,0.5643,0.2544,185.13,4.3747,0.0923
B0_manual,U04847,6.4809,6.1932,0.5633,0.2549,185.36,4.3797,0.0932
B0_manual,U04861,6.3882,6.124,0.5665,0.2535,184.78,4.3707,0.0898
B0_manual,U04875,6.4938,6.2099,0.5701,0.2505,183.03,4.3152,0.0902
B0_manual,U04889,6.1546,5.9164,0.5407,0.2716,194.59,4.6548,0.0976
B0_manual,U04903,6.3814,6.1145,0.5622,0.2563,186.25,4.4111,0.0918
B0_manual,U04917,5.9277,5.7268,0.5278,0.2814,200.09,4.8209,0.0993
B0_manual,U04931,6.0317,5.8057,0.5255,0.2822,200.31,4.8194,0.1024
B0_manual,U04945,6.3086,6.0367,0.5408,0.2704,193.74,4.6202,0.1005
B0_manual,U04959,6.1591,5.9287,0.5496,0.2659,191.62,4.5736,0.0934
B0_manual,U04973,5.9242,5.7242,0.5279,0.2814,200.07,4.8208,0.0991
B0_manual,U04987,6.4144,6.1305,0.5523,0.2623,189.36,4.4932,0.0971
B0_manual,U00002,6.6266,6.3217,0.5784,0.2442,179.55,4.2109,0.0888
B0_manual,U00017,6.3321,6.0629,0.5489,0.2651,190.94,4.5423,0.0971
B0_manual,U00032,6.4434,6.1574,0.5566,0.2594,187.77,4.4479,0.0956
B0_manual,U00047,6.44,6.1619,0.564,0.2547,185.34,4.3822,0.0921
B0_manual,U00062,6.3879,6.1283,0.5712,0.2505,183.22,4.3281,0.0876
B0_manual,U00077,6.5117,6.224,0.5703,0.2502,182.87,4.3095,0.0905
B0_manual,U00092,6.1035,5.8808,0.545,0.2692,193.43,4.6269,0.0945
B0_manual,U00107,6.0527,5.8381,0.5419,0.2716,194.75,4.6666,0.095
B0_manual,U00122,6.2627,6.0129,0.5531,0.263,189.92,4.5196,0.0938
B0_manual,U00137,6.3472,6.0904,0.5649,0.2548,185.54,4.3943,0.0898
B0_manual,U00152,6.3783,6.1126,0.5627,0.256,186.09,4.4069,0.0914
B0_manual,U00167,6.2657,6.0283,0.5664,0.2545,185.46,4.3982,0.0875
B0_manual,U00182,6.3756,6.108,0.5602,0.2576,186.94,4.4303,0.0926
B0_manual,U00197,6.1899,5.9504,0.5472,0.2672,192.25,4.5885,0.0952
B0_manual,U00212,6.3604,6.1025,0.5667,0.2536,184.87,4.3752,0.0892
B0_manual,U00227,6.4203,6.1366,0.5537,0.2614,188.84,4.4788,0.0965
B0_manual,U00242,6.5077,6.2168,0.566,0.2529,184.3,4.3487,0.0924
B0_manual,U00257,6.2633,6.0161,0.5559,0.2612,188.98,4.494,0.0925
B0_manual,U00272,6.1669,5.9339,0.5487,0.2664,191.88,4.5801,0.094
B0_manual,U00287,6.3725,6.1159,0.5708,0.2509,183.45,4.3355,0.0875
B0_manual,U00302,6.2043,5.9626,0.5482,0.2665,191.84,4.5763,0.095
B0_manual,U00317,6.4139,6.1471,0.5696,0.2513,183.6,4.3367,0.0889
B0_manual,U00332,6.3032,6.0494,0.5581,0.2595,188.03,4.4654,0.0922
B0_manual,U00347,6.353,6.097,0.567,0.2535,184.8,4.3738,0.0889
B0_manual,U00362,6.3707,6.099,0.5549,0.261,188.72,4.4792,0.095
B0_manual,U00377,6.3503,6.0915,0.5635,0.2557,185.97,4.4058,0.0905
B0_manual,U00392,6.2249,5.9739,0.5433,0.2694,193.35,4.6157,0.0977
B0_manual,U00407,6.205,5.9743,0.5597,0.2592,188.02,4.4723,0.0895
B0_manual,U00422,6.1362,5.9033,0.5419,0.2709,194.29,4.6478,0.0966
B0_manual,U00437,6.4404,6.1688,0.5707,0.2505,183.11,4.3214,0.0889
B0_manual,U00452,6.4832,6.1921,0.5603,0.2567,186.32,4.4055,0.0946
B0_manual,U00467,6.4853,6.1981,0.5648,0.2539,184.83,4.365,0.0926
B0_manual,U00482,6.3361,6.0697,0.5526,0.2627,189.67,4.5074,0.0954
B0_manual,U00497,6.4443,6.1679,0.5666,0.253,184.44,4.3573,0.0909
B0_manual,U00512,6.2614,6.0199,0.5613,0.2578,187.2,4.4458,0.0899
B0_manual,U00527,6.5589,6.2614,0.5709,0.2495,182.42,4.2939,0.0911
B0_manual,U00542,6.1974,5.9652,0.5564,0.2613,189.15,4.5036,0.0909
B0_manual,U00557,6.2248,5.9925,0.5624,0.2573,187.02,4.4434,0.0886
B0_manual,U00572,6.5135,6.2222,0.567,0.2523,183.96,4.3391,0.0921
B0_manual,U00587,6.3236,6.0708,0.5637,0.2558,186.07,4.4105,0.0899
B0_manual,U00602,6.2196,5.9798,0.5536,0.2629,189.95,4.5238,0.0927
B0_manual,U00617,6.487,6.1977,0.5631,0.255,185.38,4.3797,0.0934
B0_manual,U00632,6.0888,5.8724,0.5482,0.2673,192.46,4.6016,0.0927
B0_manual,U00647,6.3692,6.1017,0.5589,0.2585,187.4,4.4434,0.0931
B0_manual,U00662,6.0846,5.8643,0.5432,0.2705,194.13,4.6474,0.095
B0_manual,U00677,6.2438,6.0032,0.5583,0.2598,188.28,4.4764,0.0909
B0_manual,U00692,6.1459,5.9192,0.5505,0.2655,191.4,4.5686,0.0927
B0_manual,U00707,6.002,5.7956,0.5388,0.2739,196.04,4.7053,0.0955
B0_manual,U00722,6.5089,6.2184,0.5668,0.2525,184.04,4.3416,0.0921
B0_manual,U00737,6.5116,6.2192,0.5654,0.2533,184.48,4.3533,0.0928
B0_manual,U00752,6.3017,6.0526,0.5625,0.2567,186.59,4.4261,0.0901
B0_manual,U00767,6.0246,5.8136,0.5393,0.2734,195.75,4.6957,0.0957
B0_manual,U00782,6.4876,6.199,0.5639,0.2545,185.12,4.3726,0.093
B0_manual,U00797,6.145,5.9099,0.5416,0.2711,194.35,4.6488,0.0969
B0_manual,U00812,6.2459,5.9998,0.553,0.2631,190.01,4.5234,0.0935
B0_manual,U00827,6.0178,5.8057,0.5367,0.2752,196.67,4.7214,0.0968
B0_manual,U00842,6.5646,6.2678,0.5728,0.2482,181.74,4.2749,0.0903
B0_manual,U00857,6.1895,5.9583,0.5557,0.2618,189.44,4.5121,0.0911
B0_manual,U00872,6.2561,6.0176,0.5632,0.2566,186.6,4.4298,0.0889
B0_manual,U00886,6.5375,6.2397,0.5657,0.253,184.26,4.3454,0.0932
B0_manual,U00900,6.2314,5.9986,0.5635,0.2566,186.63,4.4325,0.0882
B0_manual,U00914,6.4391,6.1547,0.5573,0.259,187.57,4.4427,0.0952
B0_manual,U00928,6.4214,6.1428,0.5593,0.2579,187.01,4.4288,0.0939
B0_manual,U00942,6.4295,6.1529,0.5631,0.2554,185.69,4.3923,0.0923
B0_manual,U00956,6.2971,6.0417,0.5551,0.2614,189.06,4.4938,0.0935
B0_manual,U00970,6.1452,5.9201,0.5519,0.2645,190.92,4.5556,0.092
B0_manual,U00984,6.3732,6.1112,0.5654,0.2543,185.22,4.3836,0.0901
B0_manual,U00998,6.2998,6.0316,0.5426,0.2693,193.18,4.6057,0.0995
B0_manual,U01012,6.3998,6.1353,0.5688,0.252,183.95,4.3473,0.089
B0_manual,U01026,6.3151,6.0465,0.5456,0.2673,192.11,4.5755,0.0984
B0_manual,U01040,6.135,5.9086,0.5483,0.2669,192.17,4.5903,0.0935
B0_manual,U01054,6.3772,6.111,0.562,0.2564,186.32,4.4133,0.0918
B0_manual,U01068,6.0856,5.8671,0.5453,0.2692,193.44,4.6286,0.094
B0_manual,U01082,6.3558,6.0839,0.5514,0.2634,189.98,4.5144,0.0964
B0_manual,U01096,6.417,6.1455,0.5655,0.2539,184.95,4.3732,0.0909
B0_manual,U01110,6.2686,6.0181,0.5537,0.2625,189.67,4.5125,0.0936
B0_manual,U01124,6.33,6.0711,0.5589,0.2588,187.62,4.4521,0.0923
B0_manual,U01138,6.181,5.9402,0.5439,0.2694,193.39,4.62,0.0965
B0_manual,U01152,6.1781,5.9516,0.5579,0.2605,188.77,4.4946,0.0898
B0_manual,U01166,6.5067,6.2181,0.5682,0.2516,183.58,4.3293,0.0913
B0_manual,U01180,6.3563,6.086,0.5531,0.2622,189.39,4.4985,0.0956
B0_manual,U01194,6.232,5.9899,0.5541,0.2625,189.74,4.517,0.0927
B0_manual,U01208,6.457,6.1779,0.5667,0.2529,184.35,4.3539,0.0911
B0_manual,U01222,6.2577,5.9983,0.542,0.27,193.6,4.6201,0.0989
B0_manual,U01236,6.3789,6.104,0.5535,0.2618,189.14,4.49,0.0958
B0_manual,U01250,6.4573,6.175,0.5635,0.2549,185.41,4.3826,0.0926
B0_manual,U01264,6.3633,6.095,0.5568,0.2599,188.14,4.4639,0.094
B0_manual,U01278,6.499,6.2064,0.5623,0.2554,185.58,4.3841,0.094
B0_manual,U01292,6.2166,5.9748,0.5509,0.2647,190.87,4.549,0.0939
B0_manual,U01306,6.2778,6.0201,0.5483,0.2659,191.4,4.5589,0.0963
B0_manual,U01320,6.4492,6.1695,0.5644,0.2544,185.17,4.3767,0.0921
B0_manual,U01334,6.3945,6.1218,0.5593,0.2581,187.14,4.4345,0.0934
B0_manual,U01348,6.257,6.019,0.5638,0.2562,186.37,4.4236,0.0886
B0_manual,U01362,6.235,5.9832,0.5448,0.2684,192.81,4.6002,0.0972
B0_manual,U01376,6.2179,5.9749,0.55,0.2652,191.17,4.557,0.0944
B0_manual,U01390,6.2467,6.0,0.5527,0.2633,190.13,4.5265,0.0937
B0_manual,U01404,6.1203,5.8969,0.5481,0.2672,192.33,4.5958,0.0934
B0_manual,U01418,6.4057,6.1327,0.5615,0.2566,186.37,4.4125,0.0926
B0_manual,U01432,6.207,5.9705,0.5541,0.2627,189.86,4.522,0.0922
B0_manual,U01446,6.0157,5.8073,0.54,0.2731,195.59,4.692,0.0952
B0_manual,U01460,6.2727,6.0278,0.5603,0.2583,187.46,4.452,0.0905
B0_manual,U01474,6.2451,5.9959,0.5497,0.2652,191.11,4.5535,0.095
B0_manual,U01488,6.3728,6.1121,0.5667,0.2535,184.8,4.3723,0.0894
B0_manual,U01502,6.2657,6.0173,0.5552,0.2616,189.19,4.4997,0.0928
B0_manual,U01516,6.4537,6.1759,0.5674,0.2525,184.15,4.3487,0.0907
B0_manual,U01530,6.4163,6.1321,0.5524,0.2623,189.31,4.4918,0.0971
B0_manual,U01544,6.1949,5.9644,0.5575,0.2606,188.79,4.494,0.0903
B0_manual,U01558,6.3407,6.0787,0.5581,0.2592,187.82,4.4568,0.0929
B0_manual,U01572,6.3792,6.1115,0.5609,0.2571,186.69,4.4233,0.0923
B0_manual,U01586,6.4637,6.1762,0.5596,0.2573,186.67,4.4164,0.0946
B0_manual,U01600,6.3759,6.1013,0.5531,0.2621,189.31,4.4948,0.096
B0_manual,U01614,6.3343,6.0808,0.5654,0.2546,185.44,4.3926,0.0893
B0_manual,U01628,6.5077,6.2223,0.5717,0.2493,182.41,4.2975,0.0897
B0_manual,U01642,6.3676,6.1056,0.5642,0.2551,185.66,4.3962,0.0905
B0_manual,U01656,6.2103,5.9703,0.5514,0.2644,190.75,4.5462,0.0936
B0_manual,U01670,6.2245,5.9832,0.5531,0.2632,190.09,4.5272,0.093
B0_manual,U01684,6.5845,6.2855,0.575,0.2467,180.92,4.251,0.0896
B0_manual,U01698,6.2348,5.9856,0.5474,0.2668,191.96,4.5772,0.096
B0_manual,U01712,6.2534,6.0105,0.558,0.2599,188.32,4.4769,0.0913
B0_manual,U01726,6.0884,5.872,0.548,0.2674,192.52,4.6032,0.0928
B0_manual,U01740,6.5335,6.2405,0.5697,0.2504,182.95,4.3101,0.0912
B0_manual,U01754,6.4018,6.1362,0.5682,0.2524,184.16,4.3529,0.0893
B0_manual,U01768,6.3092,6.0621,0.5662,0.2543,185.29,4.3904,0.0884
B0_manual,U01782,6.1386,5.905,0.5418,0.271,194.31,4.6484,0.0967
B0_manual,U01796,6.3108,6.0655,0.5686,0.2528,184.52,4.3691,0.0874
B0_manual,U01810,6.1928,5.9631,0.558,0.2604,188.66,4.4907,0.0901
B0_manual,U01824,6.2892,6.0336,0.553,0.2628,189.78,4.514,0.0943
B0_manual,U01838,6.1646,5.9329,0.5495,0.2659,191.61,4.573,0.0936
B0_manual,U01852,6.3088,6.0525,0.5567,0.2603,188.45,4.4762,0.0929
B0_manual,U01866,6.2993,6.0446,0.5563,0.2607,188.65,4.4824,0.093
B0_manual,U01880,6.2742,6.0281,0.5594,0.2588,187.74,4.4596,0.091
B0_manual,U01894,6.3879,6.1222,0.5649,0.2545,185.3,4.3849,0.0906
B0_manual,U01908,6.5098,6.2169,0.5645,0.2539,184.79,4.362,0.0932
B0_manual,U01922,6.3472,6.0719,0.5459,0.2669,191.84,4.5658,0.0989
B0_manual,U01936,6.412,6.1356,0.5594,0.2579,187.02,4.4297,0.0937
B0_manual,U01950,6.2094,5.9553,0.5366,0.2738,195.65,4.6795,0.1006
B0_manual,U01964,6.656,6.3461,0.5799,0.2431,178.9,4.1909,0.0887
B0_manual,U01978,6.4117,6.1357,0.5597,0.2577,186.91,4.4269,0.0935
B0_manual,U01992,6.5113,6.2176,0.5639,0.2542,184.97,4.3669,0.0935
B0_manual,U02006,6.1594,5.9246,0.5453,0.2687,193.05,4.6125,0.0955
B0_manual,U02020,6.4543,6.1796,0.5706,0.2505,183.08,4.3195,0.0892
B0_manual,U02034,6.4423,6.1716,0.5721,0.2496,182.65,4.3087,0.0883
B0_manual,U02048,6.3722,6.0967,0.5514,0.2632,189.88,4.5106,0.0967
B0_manual,U02062,6.2328,5.9949,0.5585,0.2597,188.28,4.4773,0.0906
B0_manual,U02076,6.3138,6.053,0.5533,0.2624,189.55,4.5059,0.0947
B0_manual,U02090,6.3172,6.0566,0.5542,0.2618,189.23,4.497,0.0943
B0_manual,U02104,6.495,6.2051,0.5642,0.2542,184.97,4.3678,0.093
B0_manual,U02118,6.2164,5.9845,0.561,0.2583,187.53,4.458,0.0891
B0_manual,U02132,6.2731,6.0175,0.5495,0.2651,191.04,4.5494,0.0957
B0_manual,U02146,6.3719,6.1106,0.5659,0.254,185.08,4.3799,0.0898
B0_manual,U02160,6.1025,5.8729,0.5377,0.2739,195.88,4.6937,0.098
B0_manual,U02174,6.4958,6.2045,0.563,0.255,185.37,4.3788,0.0936
B0_manual,U02188,6.1462,5.9198,0.5509,0.2652,191.27,4.5649,0.0926
B0_manual,U02202,6.2217,5.9825,0.5547,0.2622,189.58,4.5134,0.0922
B0_manual,U02216,6.1739,5.9301,0.5392,0.2724,194.99,4.6641,0.0986
B0_manual,U02230,6.2613,6.0219,0.5634,0.2564,186.51,4.427,0.0889
B0_manual,U02244,6.1417,5.9139,0.5484,0.2668,192.1,4.588,0.0936
B0_manual,U02258,6.5858,6.2865,0.575,0.2467,180.9,4.2505,0.0897
B0_manual,U02272,6.2298,5.9838,0.5496,0.2654,191.26,4.5585,0.0948
B0_manual,U02286,6.3722,6.0982,0.553,0.2622,189.36,4.4963,0.096
B0_manual,U02300,6.4517,6.1646,0.5573,0.2589,187.51,4.4401,0.0955
B0_manual,U02314,6.3572,6.0913,0.5578,0.2593,187.83,4.4558,0.0934
B0_manual,U02328,6.3127,6.0494,0.5505,0.2642,190.51,4.5321,0.096
B0_manual,U02342,6.4692,6.188,0.5673,0.2524,184.07,4.3454,0.091
B0_manual,U02356,6.1647,5.9269,0.5434,0.2698,193.66,4.6287,0.0965
B0_manual,U02370,6.2288,5.9814,0.5478,0.2665,191.84,4.5744,0.0956
B0_manual,U02384,6.1626,5.9279,0.546,0.2682,192.79,4.6051,0.0952
B0_manual,U02398,6.3113,6.0649,0.5675,0.2535,184.88,4.379,0.0879
B0_manual,U02412,6.3,6.0346,0.5454,0.2675,192.24,4.5801,0.0981
B0_manual,U02426,6.5482,6.2549,0.5727,0.2484,181.87,4.2797,0.09
B0_manual,U02440,6.2322,5.9962,0.5603,0.2586,187.67,4.4607,0.0897
B0_manual,U02454,6.318,6.0666,0.5639,0.2557,186.04,4.4101,0.0897
B0_manual,U02468,6.1255,5.8972,0.5442,0.2696,193.6,4.6299,0.0953
B0_manual,U02482,6.3824,6.1059,0.5526,0.2624,189.42,4.4973,0.0963
B0_manual,U02496,6.4568,6.1697,0.5585,0.2581,187.07,4.428,0.095
B0_manual,U02510,6.4522,6.1764,0.569,0.2515,183.62,4.3342,0.0899
B0_manual,U02524,6.1518,5.9156,0.542,0.2708,194.17,4.6435,0.0969
B0_manual,U02538,6.292,6.0387,0.556,0.2609,188.78,4.4866,0.093
B0_manual,U02552,6.4225,6.1418,0.5573,0.2591,187.64,4.4458,0.0949
B0_manual,U02566,6.2734,6.0251,0.557,0.2604,188.54,4.4813,0.0921
B0_manual,U02580,6.4926,6.2046,0.5656,0.2533,184.52,4.3559,0.0923
B0_manual,U02594,6.3342,6.0757,0.5602,0.2579,187.16,4.4393,0.0918
B0_manual,U02608,6.2878,6.0306,0.5511,0.264,190.42,4.5315,0.0952
B0_manual,U02622,6.333,6.0673,0.5526,0.2627,189.69,4.5084,0.0954
B0_manual,U02636,6.6181,6.3119,0.5752,0.2463,180.68,4.2421,0.0902
B0_manual,U02650,6.0861,5.8613,0.539,0.2732,195.53,4.6852,0.097
B0_manual,U02664,6.5868,6.2843,0.5719,0.2486,181.92,4.2783,0.0911
B0_manual,U02678,6.1588,5.9291,0.5502,0.2655,191.41,4.5678,0.0931
B0_manual,U02692,6.4216,6.1491,0.5655,0.2539,184.92,4.372,0.091
B0_manual,U02706,6.0569,5.8399,0.5404,0.2725,195.21,4.6788,0.0958
B0_manual,U02720,6.3129,6.0464,0.5473,0.2663,191.57,4.5609,0.0975
B0_manual,U02734,6.437,6.159,0.5634,0.2551,185.55,4.388,0.0923
B0_manual,U02748,5.9913,5.7854,0.5369,0.2752,196.73,4.7248,0.0962
B0_manual,U02762,6.1878,5.9459,0.5443,0.269,193.21,4.6147,0.0965
B0_manual,U02776,6.1436,5.9152,0.5483,0.2669,192.15,4.5891,0.0938
B0_manual,U02790,6.1851,5.948,0.5487,0.2663,191.79,4.5763,0.0944
B0_manual,U02804,6.2989,6.0476,0.5597,0.2585,187.53,4.4521,0.0914
B0_manual,U02818,6.2366,5.9982,0.5589,0.2594,188.12,4.4725,0.0905
B0_manual,U02832,6.5198,6.2317,0.5716,0.2493,182.37,4.2955,0.09
B0_manual,U02846,6.3527,6.0808,0.5507,0.2638,190.22,4.5212,0.0967
B0_manual,U02860,6.4917,6.2069,0.5688,0.2513,183.48,4.3277,0.0908
B0_manual,U02874,6.2007,5.961,0.5494,0.2657,191.46,4.5661,0.0943
B0_manual,U02888,6.252,6.0104,0.5591,0.2592,187.99,4.4679,0.0907
B0_manual,U02902,6.2572,6.0216,0.5664,0.2546,185.52,4.4005,0.0873
B0_manual,U02916,6.1728,5.9308,0.5408,0.2714,194.46,4.6497,0.0979
B0_manual,U02930,6.3091,6.0562,0.5603,0.258,187.25,4.4437,0.0912
B0_manual,U02944,6.2745,6.0138,0.5445,0.2683,192.7,4.5943,0.0981
B0_manual,U02958,6.288,6.0425,0.5632,0.2563,186.4,4.4221,0.0894
B0_manual,U02972,6.0132,5.8018,0.5363,0.2754,196.81,4.7255,0.0969
B0_manual,U02986,6.3637,6.0918,0.5531,0.2622,189.37,4.4974,0.0958
B0_manual,U03000,6.5319,6.2387,0.5692,0.2508,183.13,4.3151,0.0914
B0_manual,U03014,6.5267,6.2371,0.5716,0.2493,182.35,4.2944,0.0901
B0_manual,U03028,6.3038,6.0425,0.5505,0.2643,190.56,4.534,0.0958
B0_manual,U03042,6.2795,6.0276,0.5547,0.2618,189.27,4.5007,0.0933
B0_manual,U03056,6.4546,6.1723,0.5629,0.2553,185.63,4.3888,0.0929
B0_manual,U03070,6.5215,6.2295,0.5681,0.2515,183.54,4.3272,0.0917
B0_manual,U03084,6.0853,5.8667,0.5451,0.2693,193.52,4.6306,0.0941
B0_manual,U03098,6.3301,6.0857,0.5738,0.2493,182.68,4.3177,0.0852
B0_manual,U03112,6.3248,6.0606,0.5523,0.263,189.84,4.513,0.0954
B0_manual,U03126,6.2828,6.0296,0.554,0.2622,189.48,4.5063,0.0937
B0_manual,U03140,6.154,5.9209,0.5457,0.2684,192.94,4.6099,0.0952
B0_manual,U03154,6.1692,5.9412,0.5543,0.2628,189.99,4.5285,0.0914
B0_manual,U03168,6.5164,6.228,0.5706,0.25,182.73,4.3054,0.0904
B0_manual,U03182,6.3159,6.0724,0.5715,0.2509,183.52,4.3416,0.0861
B0_manual,U03196,6.0584,5.8455,0.5448,0.2697,193.74,4.6386,0.0937
B0_manual,U03210,6.4486,6.1824,0.5781,0.2457,180.6,4.2524,0.0855
B0_manual,U03224,6.6579,6.3509,0.5833,0.2409,177.75,4.1595,0.0871
B0_manual,U03238,6.4626,6.2003,0.5852,0.2411,178.18,4.1855,0.0824
B0_manual,U03252,6.5879,6.2891,0.576,0.246,180.56,4.241,0.0892
B0_manual,U03266,6.5182,6.2288,0.57,0.2504,182.93,4.3106,0.0907
B0_manual,U03280,6.3293,6.0689,0.5572,0.2599,188.2,4.468,0.0931
B0_manual,U03294,6.1591,5.9351,0.5562,0.2617,189.43,4.5139,0.0903
B0_manual,U03308,6.5142,6.2196,0.5638,0.2543,185.02,4.3678,0.0936
B0_manual,U03322,6.2332,5.9971,0.5604,0.2585,187.63,4.4596,0.0897
B0_manual,U03336,6.3196,6.0702,0.5662,0.2542,185.24,4.3881,0.0886
B0_manual,U03350,6.3564,6.0933,0.5605,0.2575,186.93,4.4315,0.0921
B0_manual,U03364,6.3042,6.0486,0.5565,0.2605,188.56,4.4797,0.093
B0_manual,U03378,6.5486,6.2592,0.5768,0.2458,180.51,4.2426,0.0881
B0_manual,U03392,6.3006,6.0457,0.5563,0.2606,188.63,4.4817,0.093
B0_manual,U03406,6.3624,6.0867,0.5489,0.2648,190.75,4.5349,0.0977
B0_manual,U03420,6.2284,5.984,0.5509,0.2646,190.83,4.5469,0.0942
B0_manual,U03434,6.3356,6.0799,0.5634,0.2559,186.09,4.4101,0.0903
B0_manual,U03448,6.271,6.0189,0.5526,0.2632,190.03,4.5221,0.0942
B0_manual,U03462,6.5755,6.2749,0.5714,0.249,182.16,4.2854,0.0912
B0_manual,U03476,6.43,6.1523,0.5621,0.256,186.02,4.4013,0.0928
B0_manual,U03490,6.5624,6.2695,0.5764,0.246,180.57,4.2433,0.0885
B0_manual,U03504,6.3179,6.0684,0.5658,0.2545,185.38,4.3922,0.0888
B0_manual,U03518,6.2426,5.9922,0.548,0.2663,191.71,4.5699,0.0958
B0_manual,U03532,6.0594,5.8421,0.5407,0.2723,195.1,4.6757,0.0957
B0_manual,U03546,6.1135,5.8917,0.5481,0.2672,192.36,4.597,0.0932
B0_manual,U03560,6.2571,6.0149,0.5597,0.2588,187.76,4.4613,0.0905
B0_manual,U03574,6.3287,6.0668,0.5554,0.261,188.77,4.4836,0.0939
B0_manual,U03588,6.1781,5.9384,0.5444,0.2691,193.25,4.6166,0.0963
B0_manual,U03602,6.4255,6.1602,0.5738,0.2486,182.18,4.2971,0.0871
B0_manual,U03616,6.2079,5.965,0.5478,0.2667,191.96,4.5792,0.0952
B0_manual,U03630,6.1657,5.9305,0.5462,0.268,192.71,4.6027,0.0952
B0_manual,U03644,6.2418,5.9869,0.5431,0.2694,193.32,4.6138,0.0981
B0_manual,U03658,6.5557,6.2592,0.5711,0.2494,182.36,4.2923,0.0909
B0_manual,U03672,6.3435,6.0753,0.5523,0.2628,189.73,4.5085,0.0957
B0_manual,U03686,6.3835,6.1176,0.5638,0.2553,185.71,4.3963,0.091
B0_manual,U03700,6.4219,6.1393,0.5552,0.2604,188.34,4.4651,0.0959
B0_manual,U03714,6.3384,6.0923,0.5739,0.2492,182.61,4.3153,0.0854
B0_manual,U03728,6.2441,5.9981,0.5528,0.2633,190.1,4.5259,0.0935
B0_manual,U03742,6.3236,6.0672,0.5601,0.2581,187.27,4.443,0.0916
B0_manual,U03756,6.1155,5.8865,0.5413,0.2715,194.62,4.6583,0.0965
B0_manual,U03770,6.2785,6.0277,0.5556,0.2612,188.98,4.4929,0.0929
B0_manual,U03784,6.1917,5.9629,0.5586,0.26,188.45,4.4849,0.0898
B0_manual,U03798,6.3015,6.0503,0.5604,0.2581,187.29,4.4452,0.0911
B0_manual,U03812,6.3708,6.1076,0.5636,0.2555,185.84,4.4007,0.0909
B0_manual,U03826,6.4425,6.1737,0.574,0.2484,182.01,4.2913,0.0873
B0_manual,U03840,6.3949,6.1201,0.5572,0.2594,187.83,4.4531,0.0944
B0_manual,U03854,6.5116,6.2285,0.5749,0.2473,181.33,4.2678,0.0883
B0_manual,U03868,6.4197,6.1367,0.5544,0.261,188.64,4.4734,0.0962
B0_manual,U03882,6.3866,6.1095,0.553,0.2621,189.28,4.4931,0.0962
B0_manual,U03896,6.2689,6.0177,0.553,0.2629,189.89,4.5185,0.0939
B0_manual,U03910,6.541,6.2501,0.5736,0.2479,181.63,4.2736,0.0895
B0_manual,U03924,6.4096,6.1338,0.5594,0.2579,187.02,4.43,0.0936
B0_manual,U03938,6.4293,6.1536,0.564,0.2548,185.4,4.3846,0.0919
B0_manual,U03952,6.282,6.0376,0.563,0.2565,186.53,4.4259,0.0895
B0_manual,U03966,6.2426,6.0,0.5559,0.2613,189.07,4.4981,0.092
B0_manual,U03980,6.5366,6.2423,0.569,0.2508,183.14,4.3152,0.0915
B0_manual,U03994,6.0819,5.8591,0.5401,0.2725,195.18,4.676,0.0964
B0_manual,U04008,6.1451,5.9154,0.5472,0.2676,192.5,4.5984,0.0943
B0_manual,U04022,6.1155,5.8918,0.5467,0.2681,192.82,4.6093,0.0939
B0_manual,U04036,6.4271,6.1564,0.5686,0.2519,183.86,4.3428,0.0896
B0_manual,U04050,6.1759,5.9309,0.5384,0.2729,195.24,4.6707,0.0991
B0_manual,U04064,6.2489,6.0115,0.5627,0.257,186.81,4.436,0.089
